coor, coor_h1, coor_h2, coor_l1, coor_l2, time begin(lst), end(lst), time begin(BT), end(BT), Length hour monra bg, mondec bg, mondistance bg, ra end, dec end, distance end, moonphase, gal num, star num, fieldN num, fieldS num, field priority
 1020   35740     2340    35740     2340     303.5288      438.8984     18.0833      27.1080      9.02    242.7808    -17.2991      130.1192    249.7572  -17.9649      123.7594      0.07       74     189937      67713      122224          1
 2060   32280     7780    32280     7780     303.5288      477.7533     18.0833      29.6983      11.61    242.7808    -17.2991      127.4378    249.7572  -17.9649      125.0560      0.07       1     509876      276034      233842          2
 3120    1840     4440     1840     4440     322.3338      460.2041     19.3333      28.5247      9.19    242.7808    -17.2991      149.8112    249.7572  -17.9649      143.3736      0.07       137     181615      64876      116739          1
 5320    4040     6640     4040     6640     343.6395      477.7533     20.7500      29.6909      8.94    242.7808    -17.2991      170.3494    246.2562  -17.6620      167.2414      0.07       12     188124      66214      121910          1
 6060     280    11780      280    11780     316.0654      477.7533     18.9167      29.6959      10.78    242.7808    -17.2991      137.2516    249.7572  -17.9649      137.3795      0.07       1     389087      219705      169382          1
 7420    6140     8740     6140     8740     4.9452      117.7533     22.1667      29.6872      7.52    242.7808    -17.2991      169.0351    246.2562  -17.6620      172.3081      0.07       22     313588      129743      183845          1
10060    4280    15780     4280    15780     356.1762      477.7533     21.5833      29.6885      8.11    242.7808    -17.2991      129.6186    246.2562  -17.6620      131.2176      0.07       56     287273      158027      129246          1
11720   10440    13040    10440    13040     47.5677      117.7533     25.0000      29.6790      4.68    246.2562    -17.6620      132.0955    249.7572  -17.9649      135.4255      0.09       55     331121      194178      136943          1
13820   12540    15140    12540    15140     68.8735      117.7533     26.4167      29.6753      3.26    246.2562    -17.6620      112.5983    249.7572  -17.9649      115.9017      0.09       111     154605      82555      72050          1
14060    8280    19780     8280    19780     36.2869      117.7533     24.2500      29.6811      5.43    246.2562    -17.6620      113.3360    249.7572  -17.9649      115.3336      0.09       155     159708      71519      88189          1
15920   14640    17240    14640    17240     90.1792      117.7533     27.8333      29.6716      1.84    246.2562    -17.6620      93.4919    246.2562  -17.6620      93.4919      0.09       149     111318      59282      52036          1
18060   12280    23780    12280    23780     76.3977      117.7533     26.9167      29.6737      2.76    246.2562    -17.6620      94.0668    246.2562  -17.6620      94.0668      0.09       237     134247      55375      78872          1
18020   16740    19340    16740    19340     111.4849      117.7533     29.2500      29.6679      0.42    249.7572    -17.9649      78.2412    249.7572  -17.9649      78.2412      0.10       479     101861      52758      49103          1
22060   16280    27780    16280    27780     303.5288      477.7533     18.0833      29.6983      11.61    242.7808    -17.2991      79.4775    249.7572  -17.9649      81.6167      0.07       147     149040      61114      87926          1
24420   23140    25740    23140    25740     303.5288      313.5537     18.0833      18.7517      0.67    242.7808    -17.2991      37.3183    242.7808  -17.2991      37.3183      0.07       46     164924      89439      75485          1
26060   20280    31780    20280    31780     303.5288      363.6894     18.0833      22.0940      4.01    242.7808    -17.2991      78.5528    246.2562  -17.6620      78.4609      0.07       34     230604      111607      118997          1
26620   25240    27940    25240    27940     303.5288      334.8705     18.0833      20.1728      2.09    242.7808    -17.2991      43.7127    242.7808  -17.2991      43.7127      0.07       16     352252      202088      150164          1
30060   24280    35780    24280    35780     303.5288      403.8001     18.0833      24.7681      6.68    242.7808    -17.2991      89.9458    246.2562  -17.6620      88.9110      0.07       3     525736      363965      161771          2
32920   31640    34240    31640    34240     303.5288      397.5318     18.0833      24.3502      6.27    242.7808    -17.2991      92.4383    246.2562  -17.6620      89.4657      0.07       24     374833      130445      244388          1
34060   28280     3780    28280     3780     303.5288      443.9109     18.0833      27.4421      9.36    242.7808    -17.2991      108.5125    249.7572  -17.9649      105.6123      0.07       0     639611      424158      215453          2
35120   33840      440    33840      440     303.5288      420.0934     18.0833      25.8543      7.77    242.7808    -17.2991      112.4707    246.2562  -17.6620      109.3687      0.07       83     225145      79341      145804          1
