21:19:59      351.000      20.0000 1       329.000      20.0000 1       20.0000      60.0000 1       266.000      20.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
21:30:00      351.000      20.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
21:40:00      351.000      20.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
21:49:59      351.000      20.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
22:00:00      60.0000      60.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
22:10:00      60.0000      60.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
22:19:59      60.0000      60.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
22:30:00      60.0000      60.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
22:40:00      60.0000      60.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
22:49:59      60.0000      60.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
23:00:00      60.0000      60.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
23:10:00      60.0000      60.0000 1       329.000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
23:19:59      60.0000      60.0000 1       74.0000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
23:30:00      60.0000      60.0000 1       74.0000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
23:40:00      60.0000      60.0000 1       74.0000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
23:49:59      60.0000      60.0000 1       74.0000      20.0000 1       20.0000      60.0000 1       340.000      60.0000 1       300.000      60.0000 1      -360.000     -90.0000 1 
23:55:00      20.0000      60.0000 7       20.0000      60.0000 7       20.0000      60.0000 7       20.0000      60.0000 7       20.0000      60.0000 7       20.0000      60.0000 7 
24:01:00      60.0000      60.0000 7       60.0000      60.0000 7       60.0000      60.0000 7       60.0000      60.0000 7       60.0000      60.0000 7       60.0000      60.0000 7 
24:07:00      100.000      60.0000 7       100.000      60.0000 7       100.000      60.0000 7       100.000      60.0000 7       100.000      60.0000 7       100.000      60.0000 7 
24:13:00      300.000      60.0000 7       300.000      60.0000 7       300.000      60.0000 7       300.000      60.0000 7       300.000      60.0000 7       300.000      60.0000 7 
24:19:00      329.000      20.0000 7       329.000      20.0000 7       329.000      20.0000 7       329.000      20.0000 7       329.000      20.0000 7       329.000      20.0000 7 
24:25:00      340.000      60.0000 7       340.000      60.0000 7       340.000      60.0000 7       340.000      60.0000 7       340.000      60.0000 7       340.000      60.0000 7 
24:31:00      351.000      20.0000 7       351.000      20.0000 7       351.000      20.0000 7       351.000      20.0000 7       351.000      20.0000 7       351.000      20.0000 7 
24:40:00      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
24:49:59      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
25:00:00      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
25:10:00      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
25:19:59      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
25:30:00      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
25:40:00      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
25:49:59      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
26:00:00      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
26:10:00      60.0000      60.0000 1       100.000      60.0000 1       20.0000      60.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
26:19:59      60.0000      60.0000 1       100.000      60.0000 1       117.000      20.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
26:30:00      60.0000      60.0000 1       100.000      60.0000 1       117.000      20.0000 1       340.000      60.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
26:40:00      60.0000      60.0000 1       100.000      60.0000 1       117.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
26:49:59      60.0000      60.0000 1       100.000      60.0000 1       117.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
27:00:00      60.0000      60.0000 1       100.000      60.0000 1       117.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
27:10:00      60.0000      60.0000 1       100.000      60.0000 1       117.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
27:19:59      140.000      60.0000 1       100.000      60.0000 1       117.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
27:30:00      140.000      60.0000 1       100.000      60.0000 1       117.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
27:31:40      60.0000      60.0000 7       60.0000      60.0000 7       60.0000      60.0000 7       60.0000      60.0000 7       60.0000      60.0000 7       60.0000      60.0000 7 
27:37:40      74.0000      20.0000 7       74.0000      20.0000 7       74.0000      20.0000 7       74.0000      20.0000 7       74.0000      20.0000 7       74.0000      20.0000 7 
27:43:40      100.000      60.0000 7       100.000      60.0000 7       100.000      60.0000 7       100.000      60.0000 7       100.000      60.0000 7       100.000      60.0000 7 
27:49:40      117.000      20.0000 7       117.000      20.0000 7       117.000      20.0000 7       117.000      20.0000 7       117.000      20.0000 7       117.000      20.0000 7 
27:55:40      138.000      20.0000 7       138.000      20.0000 7       138.000      20.0000 7       138.000      20.0000 7       138.000      20.0000 7       138.000      20.0000 7 
28:01:40      140.000      60.0000 7       140.000      60.0000 7       140.000      60.0000 7       140.000      60.0000 7       140.000      60.0000 7       140.000      60.0000 7 
28:07:40      159.000      20.0000 7       159.000      20.0000 7       159.000      20.0000 7       159.000      20.0000 7       159.000      20.0000 7       159.000      20.0000 7 
28:13:40      180.000      60.0000 7       180.000      60.0000 7       180.000      60.0000 7       180.000      60.0000 7       180.000      60.0000 7       180.000      60.0000 7 
28:19:59      140.000      60.0000 1       100.000      60.0000 1       138.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
28:30:00      140.000      60.0000 1       100.000      60.0000 1       138.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
28:40:00      140.000      60.0000 1       100.000      60.0000 1       138.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
28:49:59      140.000      60.0000 1       100.000      60.0000 1       138.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
29:00:00      140.000      60.0000 1       100.000      60.0000 1       138.000      20.0000 1       159.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
29:10:00      140.000      60.0000 1       100.000      60.0000 1       138.000      20.0000 1       159.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
29:19:59      140.000      60.0000 1       100.000      60.0000 1       138.000      20.0000 1       159.000      20.0000 1      -360.000     -90.0000 1      -360.000     -90.0000 1 
29:50:00      0.00000      0.00000 5       0.00000      0.00000 5       0.00000      0.00000 5       0.00000      0.00000 5       0.00000      0.00000 5       0.00000      0.00000 5 
