coor, coor_h1, coor_h2, coor_l1, coor_l2, time begin(lst), end(lst), time begin(BT), end(BT), Length hour monra bg, mondec bg, mondistance bg, ra end, dec end, distance end, moonphase, gal num, star num, fieldN num, fieldS num, field priority
 2060   32280     7780    32280     7780     331.7581      483.4210     17.6667      27.7775      10.11    352.0200    -1.0023      64.7646    358.6720  1.2367      61.0308      0.62       1     509876      276034      233842          2
 3120    1840     4440     1840     4440     331.7581      459.6145     17.6667      26.1904      8.52    352.0200    -1.0023      43.5819    355.3483  0.1182      40.1575      0.62       137     181615      64876      116739          1
 5320    4040     6640     4040     6640     344.2948      482.1761     18.5000      27.6921      9.19    352.0200    -1.0023      63.2688    358.6720  1.2367      56.2734      0.62       12     188124      66214      121910          1
 6060     280    11780      280    11780     331.7581      521.0310     17.6667      30.2849      12.62    352.0200    -1.0023      80.0792    358.6720  1.2367      75.0170      0.62       1     389087      219705      169382          1
 7420    6140     8740     6140     8740     4.3446      143.4819     19.8333      29.1091      9.28    352.0200    -1.0023      82.8134    358.6720  1.2367      75.7982      0.62       22     313588      129743      183845          1
10060    4280    15780     4280    15780     356.8315      521.0310     19.3333      30.2800      10.95    352.0200    -1.0023      99.7569    358.6720  1.2367      94.5597      0.62       56     287273      158027      129246          1
11720   10440    13040    10440    13040     48.2230      161.0310     22.7500      30.2705      7.52    352.0200    -1.0023      122.9985    355.3483  0.1182      119.4985      0.62       55     331121      194178      136943          1
13820   12540    15140    12540    15140     68.2729      161.0310     24.0833      30.2672      6.18    355.3483    0.1182      138.2720    358.6720  1.2367      134.8428      0.65       111     154605      82555      72050          1
14060    8280    19780     8280    19780     36.9422      161.0310     22.0000      30.2726      8.27    352.0200    -1.0023      116.0411    355.3483  0.1182      113.9562      0.62       155     159708      71519      88189          1
15920   14640    17240    14640    17240     89.5786      161.0310     25.5000      30.2635      4.76    355.3483    0.1182      154.2887    358.6720  1.2367      151.3135      0.65       149     111318      59282      52036          1
18060   12280    23780    12280    23780     77.0529      161.0310     24.6667      30.2652      5.60    355.3483    0.1182      119.7731    358.6720  1.2367      118.7545      0.65       237     134247      55375      78872          1
18020   16740    19340    16740    19340     110.8953      161.0310     26.9167      30.2590      3.34    355.3483    0.1182      159.3724    358.6720  1.2367      158.7234      0.65       479     101861      52758      49103          1
20220   18940    21540    18940    21540     133.4569      161.0310     28.4167      30.2549      1.84    355.3483    0.1182      147.0497    355.3483  0.1182      147.0497      0.65       123     103339      52680      50659          1
22060   16280    27780    16280    27780     117.1526      161.0310     27.3333      30.2586      2.93    355.3483    0.1182      110.7266    355.3483  0.1182      110.7266      0.65       147     149040      61114      87926          1
22320   21040    23640    21040    23640     153.5068      161.0310     29.7500      30.2516      0.50    358.6720    1.2367      131.6572    358.6720  1.2367      131.6572      0.68       107     117885      63150      54735          1
26060   20280    31780    20280    31780     331.7581      521.0310     17.6667      30.2849      12.62    352.0200    -1.0023      91.8779    358.6720  1.2367      93.2493      0.62       34     230604      111607      118997          1
26620   25240    27940    25240    27940     331.7581      335.5257     17.6667      17.9178      0.25    352.0200    -1.0023      86.6044    352.0200  -1.0023      86.6044      0.62       16     352252      202088      150164          1
30060   24280    35780    24280    35780     331.7581      403.2105     17.6667      22.4302      4.76    352.0200    -1.0023      72.9925    355.3483  0.1182      73.3767      0.62       3     525736      363965      161771          2
32920   31640    34240    31640    34240     331.7581      398.1870     17.6667      22.0953      4.43    352.0200    -1.0023      30.8237    355.3483  0.1182      32.5658      0.62       24     374833      130445      244388          1
34060   28280     3780    28280     3780     331.7581      443.3102     17.6667      25.1035      7.44    352.0200    -1.0023      61.7179    355.3483  0.1182      61.0561      0.62       0     639611      424158      215453          2
