coor, coor_h1, coor_h2, coor_l1, coor_l2, time begin(lst), end(lst), time begin(BT), end(BT), Length hour monra bg, mondec bg, mondistance bg, ra end, dec end, distance end, moonphase, gal num, star num, fieldN num, fieldS num, field priority
 1020   35740     2340    35740     2340     301.1484      396.4073     22.2500      28.6006      6.35    104.3172    17.6943      87.9047    107.4220  17.3433      90.7971      0.15       74     189937      67713      122224          1
 2060   32280     7780    32280     7780     276.0806      396.4073     20.5833      28.6051      8.02    104.3172    17.6943      71.9174    107.4220  17.3433      73.7621      0.15       1     509876      276034      233842          2
 3120    1840     4440     1840     4440     322.4541      396.4073     23.6667      28.5969      4.93    107.4220    17.3433      71.7879    110.5079  16.9455      74.7297      0.13       137     181615      64876      116739          1
 5320    4040     6640     4040     6640     343.7654      396.4073     25.0833      28.5928      3.51    107.4220    17.3433      51.4042    110.5079  16.9455      54.3695      0.13       12     188124      66214      121910          1
 6060     280    11780      280    11780     316.1913      396.4073     23.2500      28.5977      5.35    107.4220    17.3433      54.4738    110.5079  16.9455      56.1795      0.13       1     389087      219705      169382          1
 7420    6140     8740     6140     8740     5.0711      36.4073     26.5000      28.5891      2.09    107.4220    17.3433      31.7231    107.4220  17.3433      31.7231      0.13       22     313588      129743      183845          1
10060    4280    15780     4280    15780     356.2965      396.4073     25.9167      28.5907      2.67    107.4220    17.3433      42.9938    107.4220  17.3433      42.9938      0.13       56     287273      158027      129246          1
18060   12280    23780    12280    23780     266.0501      283.5992     19.9167      21.0866      1.17    104.3172    17.6943      67.6035    104.3172  17.6943      67.6035      0.15       237     134247      55375      78872          1
20220   18940    21540    18940    21540     266.0501      271.0681     19.9167      20.2512      0.33    104.3172    17.6943      90.9013    104.3172  17.6943      90.9013      0.15       123     103339      52680      50659          1
22060   16280    27780    16280    27780     266.0501      323.7100     19.9167      23.7607      3.84    104.3172    17.6943      86.7452    107.4220  17.3433      85.7036      0.15       147     149040      61114      87926          1
22320   21040    23640    21040    23640     266.0501      292.3738     19.9167      21.6716      1.75    104.3172    17.6943      109.0095    104.3172  17.6943      109.0095      0.15       107     117885      63150      54735          1
24420   23140    25740    23140    25740     266.0501      313.6851     19.9167      23.0923      3.18    104.3172    17.6943      125.3551    107.4220  17.3433      123.3344      0.15       46     164924      89439      75485          1
26060   20280    31780    20280    31780     266.0501      363.8207     19.9167      26.4347      6.52    104.3172    17.6943      99.8381    107.4220  17.3433      99.5253      0.15       34     230604      111607      118997          1
26620   25240    27940    25240    27940     266.0501      334.9908     19.9167      24.5127      4.60    104.3172    17.6943      138.2385    107.4220  17.3433      137.1426      0.15       16     352252      202088      150164          1
30060   24280    35780    24280    35780     266.0501      396.4073     19.9167      28.6071      8.69    104.3172    17.6943      101.2677    107.4220  17.3433      101.9850      0.15       3     525736      363965      161771          2
32920   31640    34240    31640    34240     266.0501      396.4073     19.9167      28.6071      8.69    104.3172    17.6943      122.1792    107.4220  17.3433      124.6823      0.15       24     374833      130445      244388          1
34060   28280     3780    28280     3780     266.0501      396.4073     19.9167      28.6071      8.69    104.3172    17.6943      90.3055    107.4220  17.3433      91.8262      0.15       0     639611      424158      215453          2
35120   33840      440    33840      440     282.3489      396.4073     21.0000      28.6039      7.60    104.3172    17.6943      104.5012    107.4220  17.3433      107.2882      0.15       83     225145      79341      145804          1
