coor, coor_h1, coor_h2, coor_l1, coor_l2, time begin(lst), end(lst), time begin(BT), end(BT), Length hour monra bg, mondec bg, mondistance bg, ra end, dec end, distance end, moonphase, gal num, star num, fieldN num, fieldS num, field priority
 1020   35740     2340    35740     2340     301.5149      405.5483     21.7500      28.6856      6.94    197.7444    -7.5888      165.4970    200.7236  -8.4843      164.5019      0.14       74     189937      67713      122224          1
 2060   32280     7780    32280     7780     276.4470      405.5483     20.0833      28.6901      8.61    197.7444    -7.5888      127.5611    200.7236  -8.4843      128.4814      0.14       1     509876      276034      233842          2
 3120    1840     4440     1840     4440     321.5703      405.5483     23.0833      28.6819      5.60    200.7236    -8.4843      164.7879    203.7284  -9.3604      167.2523      0.15       137     181615      64876      116739          1
 5320    4040     6640     4040     6640     344.1318      405.5483     24.5833      28.6778      4.09    200.7236    -8.4843      146.7472    203.7284  -9.3604      149.8163      0.15       12     188124      66214      121910          1
 6060     280    11780      280    11780     316.5523      405.5483     22.7500      28.6831      5.93    197.7444    -7.5888      118.7641    200.7236  -8.4843      120.7029      0.14       1     389087      219705      169382          1
 7420    6140     8740     6140     8740     5.4376      45.5483     26.0000      28.6740      2.67    200.7236    -8.4843      127.3157    200.7236  -8.4843      127.3157      0.15       22     313588      129743      183845          1
10060    4280    15780     4280    15780     356.6630      405.5483     25.4167      28.6757      3.26    200.7236    -8.4843      102.6967    203.7284  -9.3604      104.9475      0.15       56     287273      158027      129246          1
14060    8280    19780     8280    19780     36.7738      45.5483     28.0833      28.6683      0.58    200.7236    -8.4843      83.4504    200.7236  -8.4843      83.4504      0.15       155     159708      71519      88189          1
18060   12280    23780    12280    23780     270.1787      282.7099     19.6667      20.5021      0.84    197.7444    -7.5888      69.0427    197.7444  -7.5888      69.0427      0.14       237     134247      55375      78872          1
20220   18940    21540    18940    21540     270.1787      271.4290     19.6667      19.7500      0.08    197.7444    -7.5888      27.9049    197.7444  -7.5888      27.9049      0.14       123     103339      52680      50659          1
22060   16280    27780    16280    27780     270.1787      322.8206     19.6667      23.1761      3.51    197.7444    -7.5888      69.8592    200.7236  -8.4843      70.1822      0.14       147     149040      61114      87926          1
22320   21040    23640    21040    23640     270.1787      291.4844     19.6667      21.0870      1.42    197.7444    -7.5888      37.1309    197.7444  -7.5888      37.1309      0.14       107     117885      63150      54735          1
24420   23140    25740    23140    25740     270.1787      312.7957     19.6667      22.5078      2.84    197.7444    -7.5888      53.2099    197.7444  -7.5888      53.2099      0.14       46     164924      89439      75485          1
26060   20280    31780    20280    31780     270.1787      362.9313     19.6667      25.8502      6.18    197.7444    -7.5888      83.3182    200.7236  -8.4843      82.8261      0.14       34     230604      111607      118997          1
26620   25240    27940    25240    27940     270.1787      335.3573     19.6667      24.0119      4.35    197.7444    -7.5888      72.5479    200.7236  -8.4843      70.2294      0.14       16     352252      202088      150164          1
30060   24280    35780    24280    35780     270.1787      403.0421     19.6667      28.5242      8.86    197.7444    -7.5888      102.6842    200.7236  -8.4843      101.9752      0.14       3     525736      363965      161771          2
32920   31640    34240    31640    34240     270.1787      398.0241     19.6667      28.1897      8.52    197.7444    -7.5888      131.2535    200.7236  -8.4843      128.7695      0.14       24     374833      130445      244388          1
34060   28280     3780    28280     3780     270.1787      405.5483     19.6667      28.6913      9.02    197.7444    -7.5888      120.4165    203.7284  -9.3604      119.8251      0.14       0     639611      424158      215453          2
35120   33840      440    33840      440     281.4595      405.5483     20.4167      28.6893      8.27    197.7444    -7.5888      151.2808    200.7236  -8.4843      149.0466      0.14       83     225145      79341      145804          1
