coor, coor_h1, coor_h2, coor_l1, coor_l2, time begin(lst), end(lst), time begin(BT), end(BT), Length hour monra bg, mondec bg, mondistance bg, ra end, dec end, distance end, moonphase, gal num, star num, fieldN num, fieldS num, field priority
 1020   35740     2340    35740     2340     300.4811      439.6073     18.6667      27.9417      9.28    96.7835    18.1215      80.9968    103.1977  17.6022      86.9352      0.63       74     189937      67713      122224          1
 2060   32280     7780    32280     7780     296.7135      463.4248     18.4167      29.5308      11.11    96.7835    18.1215      67.7896    103.1977  17.6022      71.4374      0.63       1     509876      276034      233842          2
 3120    1840     4440     1840     4440     321.7868      459.6572     20.0833      29.2747      9.19    96.7835    18.1215      61.7897    103.1977  17.6022      67.8351      0.63       137     181615      64876      116739          1
 5320    4040     6640     4040     6640     344.3484      463.4248     21.5833      29.5218      7.94    96.7835    18.1215      41.3100    100.0041  17.8874      44.3655      0.63       12     188124      66214      121910          1
 6060     280    11780      280    11780     316.7744      463.4248     19.7500      29.5267      9.78    96.7835    18.1215      49.4620    103.1977  17.6022      52.4594      0.63       1     389087      219705      169382          1
10060    4280    15780     4280    15780     356.8851      463.4248     22.4167      29.5193      7.10    96.7835    18.1215      41.9427    100.0041  17.8874      42.1126      0.63       56     287273      158027      129246          1
13820   12540    15140    12540    15140     68.3265      103.4248     27.1667      29.5066      2.34    100.0041    17.8874      35.9251    100.0041  17.8874      35.9251      0.60       111     154605      82555      72050          1
14060    8280    19780     8280    19780     36.9848      103.4248     25.0833      29.5127      4.43    100.0041    17.8874      50.9110    103.1977  17.6022      49.9467      0.60       155     159708      71519      88189          1
15920   14640    17240    14640    17240     89.6322      103.4248     28.5833      29.5028      0.92    100.0041    17.8874      55.5499    100.0041  17.8874      55.5499      0.60       149     111318      59282      52036          1
18060   12280    23780    12280    23780     77.0956      103.4248     27.7500      29.5053      1.76    100.0041    17.8874      69.5947    100.0041  17.8874      69.5947      0.60       237     134247      55375      78872          1
22060   16280    27780    16280    27780     296.7135      323.0427     18.4167      20.1719      1.76    96.7835    18.1215      89.4817    96.7835  18.1215      89.4817      0.63       147     149040      61114      87926          1
24420   23140    25740    23140    25740     296.7135      313.0067     18.4167      19.5029      1.09    96.7835    18.1215      130.1249    96.7835  18.1215      130.1249      0.63       46     164924      89439      75485          1
26060   20280    31780    20280    31780     296.7135      363.1424     18.4167      22.8453      4.43    96.7835    18.1215      100.6958    100.0041  17.8874      100.4354      0.63       34     230604      111607      118997          1
26620   25240    27940    25240    27940     296.7135      335.5684     18.4167      21.0070      2.59    96.7835    18.1215      140.4377    96.7835  18.1215      140.4377      0.63       16     352252      202088      150164          1
30060   24280    35780    24280    35780     296.7135      403.2531     18.4167      25.5193      7.10    96.7835    18.1215      99.6341    100.0041  17.8874      100.4367      0.63       3     525736      363965      161771          2
32920   31640    34240    31640    34240     296.7135      398.2407     18.4167      25.1851      6.77    96.7835    18.1215      116.1545    100.0041  17.8874      118.7960      0.63       24     374833      130445      244388          1
34060   28280     3780    28280     3780     296.7135      443.3639     18.4167      28.1934      9.78    96.7835    18.1215      86.8341    103.1977  17.6022      89.9459      0.63       0     639611      424158      215453          2
35120   33840      440    33840      440     296.7135      419.5464     18.4167      26.6055      8.19    96.7835    18.1215      97.8478    100.0041  17.8874      100.7286      0.63       83     225145      79341      145804          1
