coor, coor_h1, coor_h2, coor_l1, coor_l2, time begin(lst), end(lst), time begin(BT), end(BT), Length hour monra bg, mondec bg, mondistance bg, ra end, dec end, distance end, moonphase, gal num, star num, fieldN num, fieldS num, field priority
 1020   35740     2340    35740     2340     301.4066      376.6101     23.2500      28.2636      5.01    257.6133    -18.7111      116.6597    261.3583  -18.8044      113.2401      0.78       74     189937      67713      122224          1
 3120    1840     4440     1840     4440     321.4620      376.6101     24.5833      28.2599      3.68    257.6133    -18.7111      136.1450    261.3583  -18.8044      132.6686      0.78       137     181615      64876      116739          1
 5320    4040     6640     4040     6640     344.0236      376.6101     26.0833      28.2558      2.17    257.6133    -18.7111      156.7627    257.6133  -18.7111      156.7627      0.78       12     188124      66214      121910          1
 7420    6140     8740     6140     8740     5.3293      16.6101     27.5000      28.2521      0.75    257.6133    -18.7111      176.3555    257.6133  -18.7111      176.3555      0.78       22     313588      129743      183845          2
10060    4280    15780     4280    15780     356.5547      376.6101     26.9167      28.2537      1.34    257.6133    -18.7111      135.7006    257.6133  -18.7111      135.7006      0.78       56     287273      158027      129246          2
18060   12280    23780    12280    23780     256.2834      283.8575     20.2500      22.0883      1.84    253.9047    -18.5453      98.2807    253.9047  -18.5453      98.2807      0.76       237     134247      55375      78872          1
20220   18940    21540    18940    21540     256.2834      271.3208     20.2500      21.2525      1.00    253.9047    -18.5453      63.8402    253.9047  -18.5453      63.8402      0.76       123     103339      52680      50659          1
22060   16280    27780    16280    27780     256.2834      322.7123     20.2500      24.6786      4.43    253.9047    -18.5453      83.2238    257.6133  -18.7111      84.4149      0.76       147     149040      61114      87926          1
22320   21040    23640    21040    23640     256.2834      292.6320     20.2500      22.6732      2.42    253.9047    -18.5453      49.0327    253.9047  -18.5453      49.0327      0.76       107     117885      63150      54735          1
24420   23140    25740    23140    25740     256.2834      312.6874     20.2500      24.0103      3.76    253.9047    -18.5453      39.7504    257.6133  -18.7111      40.9479      0.76       46     164924      89439      75485          1
26060   20280    31780    20280    31780     256.2834      362.8231     20.2500      27.3526      7.10    253.9047    -18.5453      78.7019    257.6133  -18.7111      78.7351      0.76       34     230604      111607      118997          1
32920   31640    34240    31640    34240     260.0400      376.6101     20.5000      28.2713      7.77    253.9047    -18.5453      83.0866    257.6133  -18.7111      79.9586      0.76       24     374833      130445      244388          2
35120   33840      440    33840      440     281.3512      376.6101     21.9167      28.2673      6.35    253.9047    -18.5453      102.6400    257.6133  -18.7111      99.3402      0.76       83     225145      79341      145804          1
